Reciprocal In Out
2.0 0.0 0.0
19.0 16.0 1.0
0.0 0.0 0.0
18.0 3.0 99.0
19.0 19.0 59.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 3.0
1.0 0.0 0.0
3.0 0.0 0.0
4.0 0.0 1.0
16.0 1.0 0.0
1.0 1.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 0.0
5.0 0.0 1.0
12.0 3.0 4.0
0.0 0.0 0.0
1.0 0.0 0.0
24.0 5.0 204.0
11.0 1.0 8.0
9.0 1.0 1.0
1.0 0.0 0.0
19.0 0.0 17.0
1.0 0.0 0.0
13.0 1.0 21.0
8.0 1.0 0.0
79.0 81.0 344.0
1.0 0.0 0.0
15.0 2.0 7.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
15.0 1.0 1.0
2.0 1.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
9.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
11.0 0.0 1.0
3.0 1.0 0.0
0.0 0.0 0.0
6.0 0.0 1.0
2.0 0.0 1.0
1.0 0.0 1.0
4.0 1.0 5.0
11.0 1.0 9.0
1.0 0.0 0.0
7.0 2.0 84.0
0.0 0.0 0.0
0.0 0.0 0.0
31.0 15.0 117.0
1.0 1.0 0.0
4.0 1.0 2.0
10.0 1.0 0.0
0.0 0.0 0.0
20.0 3.0 6.0
1.0 1.0 10.0
9.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
14.0 11.0 156.0
3.0 1.0 14.0
1.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
7.0 1.0 0.0
10.0 1.0 4.0
1.0 0.0 0.0
1.0 0.0 1.0
54.0 25.0 22.0
6.0 0.0 1.0
11.0 0.0 0.0
4.0 0.0 0.0
4.0 1.0 2.0
4.0 0.0 0.0
11.0 0.0 1.0
3.0 0.0 0.0
6.0 0.0 3.0
8.0 0.0 36.0
2.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
88.0 30.0 99.0
0.0 0.0 0.0
2.0 0.0 0.0
6.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
5.0 0.0 0.0
7.0 1.0 1.0
1.0 0.0 0.0
2.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
15.0 1.0 2.0
1.0 0.0 0.0
17.0 3.0 8.0
1.0 0.0 0.0
2.0 0.0 1.0
1.0 4.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
8.0 1.0 14.0
1.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
0.0 1.0 0.0
4.0 19.0 12.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
8.0 0.0 4.0
1.0 0.0 0.0
15.0 3.0 28.0
2.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
0.0 1.0 0.0
1.0 1.0 32.0
1.0 1.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
7.0 1.0 2.0
5.0 0.0 0.0
1.0 0.0 1.0
14.0 1.0 1.0
12.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 3.0 1.0
17.0 8.0 37.0
1.0 0.0 0.0
4.0 0.0 1.0
1.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 1.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
10.0 1.0 1.0
12.0 1.0 2.0
3.0 0.0 0.0
2.0 0.0 0.0
1.0 1.0 1.0
0.0 0.0 0.0
3.0 0.0 4.0
7.0 2.0 44.0
2.0 0.0 0.0
1.0 0.0 0.0
5.0 0.0 33.0
0.0 0.0 0.0
17.0 24.0 5.0
3.0 1.0 1.0
6.0 2.0 1.0
1.0 0.0 0.0
11.0 0.0 0.0
7.0 0.0 1.0
9.0 3.0 2.0
5.0 1.0 1.0
1.0 0.0 0.0
2.0 1.0 70.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
9.0 0.0 0.0
23.0 1.0 27.0
3.0 1.0 1.0
14.0 1.0 3.0
9.0 0.0 4.0
8.0 1.0 2.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
8.0 2.0 3.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 1.0
2.0 0.0 0.0
26.0 4.0 89.0
1.0 0.0 1.0
17.0 1.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
7.0 0.0 1.0
2.0 0.0 0.0
16.0 1.0 16.0
18.0 1.0 9.0
2.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
16.0 8.0 3.0
40.0 2.0 13.0
25.0 43.0 71.0
0.0 0.0 0.0
3.0 1.0 1.0
2.0 0.0 0.0
0.0 0.0 0.0
6.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 0.0
1.0 0.0 0.0
7.0 10.0 73.0
4.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
14.0 1.0 85.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
19.0 1.0 1.0
2.0 0.0 0.0
20.0 1.0 2.0
10.0 0.0 1.0
1.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
3.0 1.0 5.0
1.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 0.0
6.0 0.0 1.0
3.0 0.0 1.0
34.0 22.0 288.0
1.0 0.0 1.0
0.0 0.0 0.0
7.0 0.0 0.0
0.0 0.0 0.0
5.0 0.0 3.0
5.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
5.0 0.0 1.0
15.0 24.0 45.0
4.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 1.0
13.0 11.0 2.0
4.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
9.0 3.0 30.0
4.0 1.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
12.0 19.0 21.0
25.0 3.0 229.0
0.0 0.0 0.0
4.0 1.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 19.0
0.0 0.0 0.0
10.0 0.0 6.0
14.0 1.0 7.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 1.0
5.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 0.0
2.0 0.0 0.0
50.0 9.0 349.0
0.0 0.0 0.0
47.0 1.0 2.0
0.0 0.0 0.0
0.0 0.0 0.0
4.0 0.0 1.0
0.0 0.0 0.0
11.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
8.0 2.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
7.0 1.0 1.0
16.0 2.0 10.0
1.0 0.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 1.0
29.0 3.0 1.0
0.0 0.0 0.0
38.0 14.0 17.0
1.0 0.0 0.0
0.0 0.0 0.0
6.0 0.0 1.0
38.0 17.0 97.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 1.0 1.0
1.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
25.0 2.0 78.0
2.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
21.0 43.0 204.0
1.0 0.0 0.0
1.0 0.0 0.0
7.0 1.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 0.0
21.0 1.0 1.0
5.0 0.0 0.0
1.0 0.0 4.0
15.0 3.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 2.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 46.0
0.0 0.0 0.0
1.0 0.0 0.0
5.0 0.0 1.0
26.0 11.0 7.0
2.0 0.0 0.0
3.0 0.0 0.0
10.0 12.0 31.0
1.0 0.0 0.0
2.0 1.0 9.0
1.0 0.0 0.0
4.0 1.0 55.0
14.0 0.0 2.0
7.0 1.0 4.0
6.0 6.0 1.0
20.0 1.0 8.0
1.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
10.0 1.0 1.0
1.0 0.0 0.0
11.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
8.0 1.0 2.0
22.0 7.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 2.0
0.0 0.0 0.0
7.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 25.0
1.0 0.0 1.0
3.0 0.0 1.0
2.0 1.0 1.0
1.0 0.0 0.0
4.0 1.0 1.0
39.0 1.0 1.0
10.0 3.0 31.0
1.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
10.0 1.0 0.0
2.0 0.0 2.0
8.0 1.0 1.0
15.0 11.0 214.0
26.0 4.0 81.0
1.0 0.0 0.0
1.0 0.0 0.0
17.0 1.0 1.0
4.0 1.0 1.0
7.0 0.0 1.0
6.0 1.0 0.0
16.0 0.0 1.0
2.0 0.0 1.0
5.0 0.0 3.0
12.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
23.0 1.0 1.0
8.0 10.0 24.0
2.0 0.0 0.0
1.0 0.0 0.0
10.0 1.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
38.0 1.0 4.0
46.0 29.0 14.0
6.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
6.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
5.0 1.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
9.0 1.0 1.0
0.0 0.0 0.0
10.0 1.0 1.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
6.0 0.0 0.0
1.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 1.0
3.0 1.0 5.0
0.0 0.0 0.0
5.0 1.0 1.0
1.0 0.0 0.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
9.0 1.0 1.0
1.0 1.0 1.0
1.0 0.0 0.0
2.0 3.0 1.0
1.0 0.0 0.0
14.0 2.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
33.0 53.0 113.0
2.0 1.0 1.0
4.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
10.0 5.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
7.0 0.0 6.0
36.0 10.0 379.0
1.0 0.0 0.0
5.0 2.0 1.0
4.0 0.0 0.0
1.0 0.0 12.0
2.0 0.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
9.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 0.0
1.0 0.0 0.0
3.0 1.0 0.0
22.0 3.0 3.0
0.0 0.0 0.0
3.0 0.0 0.0
6.0 2.0 18.0
3.0 0.0 0.0
2.0 0.0 0.0
14.0 1.0 1.0
3.0 0.0 1.0
1.0 0.0 0.0
2.0 0.0 0.0
2.0 1.0 0.0
1.0 0.0 0.0
1.0 1.0 2.0
38.0 25.0 56.0
4.0 0.0 0.0
27.0 35.0 56.0
1.0 1.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
7.0 1.0 1.0
0.0 0.0 0.0
9.0 0.0 12.0
7.0 1.0 0.0
8.0 2.0 17.0
2.0 0.0 0.0
1.0 0.0 0.0
10.0 0.0 0.0
3.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
11.0 1.0 1.0
1.0 0.0 0.0
14.0 5.0 0.0
7.0 0.0 1.0
7.0 0.0 0.0
12.0 1.0 5.0
0.0 0.0 0.0
16.0 1.0 1.0
12.0 1.0 5.0
1.0 0.0 0.0
4.0 0.0 0.0
1.0 0.0 0.0
4.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 1.0
10.0 1.0 0.0
75.0 17.0 194.0
9.0 1.0 1.0
3.0 0.0 0.0
22.0 1.0 37.0
1.0 0.0 0.0
16.0 0.0 0.0
12.0 7.0 2.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 2.0
2.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 1.0
3.0 1.0 1.0
1.0 0.0 0.0
12.0 8.0 24.0
46.0 10.0 66.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
11.0 1.0 2.0
9.0 3.0 1.0
3.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 1.0
7.0 1.0 6.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
6.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
31.0 8.0 8.0
1.0 0.0 0.0
3.0 1.0 1.0
6.0 0.0 0.0
1.0 0.0 1.0
20.0 17.0 6.0
3.0 1.0 0.0
2.0 0.0 11.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 1.0 19.0
8.0 0.0 0.0
2.0 0.0 0.0
7.0 1.0 0.0
1.0 1.0 1.0
1.0 0.0 0.0
2.0 4.0 2.0
4.0 0.0 1.0
2.0 0.0 0.0
17.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
7.0 0.0 3.0
20.0 1.0 3.0
1.0 0.0 0.0
9.0 0.0 0.0
1.0 0.0 0.0
5.0 0.0 0.0
2.0 0.0 1.0
9.0 0.0 1.0
1.0 0.0 0.0
2.0 0.0 0.0
3.0 0.0 1.0
1.0 1.0 0.0
2.0 0.0 0.0
1.0 0.0 1.0
11.0 1.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
8.0 5.0 219.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
6.0 1.0 0.0
34.0 4.0 8.0
0.0 0.0 0.0
9.0 1.0 1.0
1.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
13.0 1.0 1.0
0.0 0.0 0.0
1.0 0.0 1.0
4.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
5.0 0.0 0.0
1.0 0.0 0.0
14.0 0.0 1.0
1.0 0.0 0.0
2.0 0.0 0.0
3.0 1.0 1.0
17.0 2.0 33.0
2.0 0.0 0.0
4.0 0.0 0.0
8.0 8.0 19.0
1.0 0.0 0.0
23.0 5.0 84.0
14.0 4.0 40.0
1.0 0.0 0.0
0.0 0.0 0.0
10.0 1.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 2.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 1.0
4.0 0.0 0.0
15.0 1.0 3.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
10.0 0.0 0.0
23.0 4.0 29.0
4.0 0.0 36.0
0.0 0.0 0.0
2.0 0.0 0.0
9.0 1.0 1.0
1.0 1.0 0.0
2.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
3.0 1.0 10.0
15.0 4.0 47.0
1.0 0.0 0.0
10.0 1.0 5.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
24.0 13.0 4.0
6.0 1.0 1.0
2.0 0.0 0.0
2.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
2.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
15.0 1.0 1.0
3.0 0.0 2.0
9.0 3.0 20.0
1.0 0.0 0.0
17.0 1.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 1.0
0.0 0.0 1.0
1.0 1.0 2.0
3.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 1.0
4.0 1.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 0.0
3.0 0.0 0.0
7.0 0.0 1.0
1.0 0.0 0.0
8.0 1.0 1.0
6.0 1.0 2.0
28.0 4.0 44.0
2.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
4.0 0.0 0.0
1.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
2.0 0.0 0.0
10.0 1.0 0.0
5.0 2.0 23.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
2.0 0.0 2.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 1.0 1.0
1.0 0.0 0.0
3.0 1.0 1.0
1.0 0.0 1.0
1.0 1.0 0.0
0.0 0.0 0.0
16.0 13.0 38.0
2.0 0.0 0.0
0.0 0.0 0.0
21.0 22.0 41.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
2.0 0.0 0.0
4.0 0.0 0.0
15.0 2.0 0.0
3.0 0.0 0.0
9.0 0.0 1.0
4.0 4.0 13.0
4.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 10.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
3.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
19.0 14.0 3.0
1.0 0.0 0.0
3.0 0.0 1.0
18.0 6.0 2.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 1.0 11.0
1.0 0.0 0.0
25.0 3.0 6.0
24.0 1.0 1.0
28.0 1.0 0.0
23.0 3.0 2.0
8.0 1.0 14.0
7.0 5.0 1.0
19.0 4.0 1.0
9.0 0.0 0.0
10.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 0.0 0.0
0.0 0.0 0.0
18.0 3.0 13.0
4.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 0.0
1.0 0.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 3.0 0.0
1.0 0.0 0.0
7.0 0.0 0.0
4.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
16.0 1.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 1.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
3.0 1.0 1.0
1.0 0.0 0.0
6.0 1.0 1.0
0.0 0.0 0.0
2.0 0.0 0.0
1.0 0.0 0.0
9.0 1.0 2.0
11.0 3.0 0.0
2.0 1.0 0.0
1.0 0.0 0.0
4.0 0.0 0.0
9.0 1.0 1.0
9.0 1.0 5.0
3.0 0.0 0.0
1.0 0.0 0.0
21.0 4.0 3.0
3.0 0.0 1.0
1.0 0.0 0.0
3.0 0.0 2.0
39.0 29.0 199.0
3.0 0.0 7.0
1.0 0.0 0.0
3.0 0.0 0.0
0.0 0.0 0.0
20.0 30.0 15.0
3.0 0.0 0.0
1.0 0.0 0.0
1.0 2.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
13.0 1.0 49.0
6.0 1.0 1.0
1.0 0.0 0.0
5.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
2.0 0.0 1.0
4.0 0.0 1.0
14.0 0.0 27.0
1.0 0.0 0.0
17.0 1.0 11.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
3.0 0.0 0.0
1.0 0.0 0.0
6.0 1.0 0.0
1.0 0.0 0.0
59.0 0.0 172.0
4.0 1.0 5.0
0.0 0.0 0.0
0.0 0.0 0.0
8.0 0.0 1.0
12.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
13.0 0.0 5.0
9.0 1.0 1.0
2.0 0.0 1.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 1.0 1.0
9.0 0.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 8.0
26.0 3.0 12.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
4.0 0.0 0.0
16.0 1.0 6.0
1.0 0.0 0.0
1.0 0.0 0.0
44.0 2.0 4.0
19.0 1.0 49.0
0.0 0.0 0.0
0.0 0.0 0.0
6.0 3.0 93.0
15.0 4.0 27.0
0.0 0.0 0.0
2.0 0.0 0.0
7.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
21.0 6.0 19.0
9.0 0.0 1.0
0.0 0.0 0.0
4.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
6.0 9.0 5.0
32.0 1.0 2.0
2.0 1.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 1.0
8.0 7.0 3.0
2.0 1.0 0.0
6.0 10.0 54.0
0.0 0.0 0.0
8.0 0.0 2.0
1.0 0.0 1.0
10.0 9.0 118.0
15.0 1.0 2.0
8.0 2.0 132.0
11.0 1.0 5.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
5.0 10.0 70.0
1.0 0.0 0.0
19.0 1.0 0.0
7.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
2.0 0.0 0.0
17.0 1.0 2.0
8.0 2.0 3.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 1.0
5.0 0.0 0.0
1.0 0.0 0.0
8.0 2.0 1.0
0.0 0.0 0.0
2.0 0.0 1.0
6.0 0.0 1.0
1.0 0.0 0.0
2.0 0.0 1.0
1.0 0.0 0.0
3.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 1.0 1.0
1.0 0.0 0.0
1.0 1.0 0.0
1.0 0.0 0.0
2.0 0.0 1.0
0.0 0.0 0.0
0.0 0.0 0.0
6.0 0.0 0.0
8.0 2.0 4.0
1.0 1.0 0.0
1.0 0.0 0.0
8.0 1.0 2.0
1.0 0.0 0.0
2.0 0.0 0.0
3.0 1.0 1.0
2.0 0.0 1.0
0.0 0.0 0.0
9.0 0.0 1.0
1.0 1.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
19.0 2.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 0.0
0.0 0.0 0.0
5.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 0.0 2.0
0.0 0.0 0.0
9.0 1.0 2.0
0.0 0.0 0.0
0.0 0.0 0.0
6.0 0.0 2.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
20.0 7.0 4.0
2.0 2.0 15.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
8.0 2.0 17.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
7.0 2.0 1.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
2.0 1.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
5.0 6.0 1.0
24.0 1.0 5.0
38.0 1.0 10.0
1.0 0.0 0.0
3.0 0.0 0.0
7.0 1.0 1.0
2.0 0.0 0.0
17.0 2.0 28.0
0.0 0.0 0.0
1.0 0.0 0.0
9.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
1.0 0.0 1.0
0.0 0.0 0.0
3.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
4.0 1.0 0.0
1.0 0.0 0.0
7.0 4.0 1.0
2.0 0.0 0.0
6.0 0.0 0.0
3.0 0.0 0.0
3.0 1.0 2.0
12.0 2.0 31.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 1.0 0.0
3.0 0.0 1.0
7.0 3.0 10.0
1.0 0.0 0.0
12.0 1.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
3.0 0.0 0.0
16.0 3.0 49.0
7.0 1.0 1.0
1.0 0.0 1.0
4.0 0.0 1.0
34.0 25.0 24.0
45.0 1.0 67.0
0.0 0.0 0.0
1.0 0.0 0.0
4.0 0.0 0.0
0.0 0.0 0.0
9.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.0
3.0 2.0 1.0
15.0 3.0 0.0
1.0 0.0 0.0
4.0 0.0 1.0
1.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 0.0
10.0 1.0 5.0
7.0 1.0 7.0
2.0 0.0 0.0
0.0 0.0 0.0
1.0 0.0 1.0
4.0 0.0 1.0
2.0 0.0 0.0
1.0 0.0 0.0
31.0 2.0 22.0
3.0 0.0 66.0
0.0 0.0 0.0
1.0 0.0 0.0
30.0 1.0 20.0
2.0 0.0 0.0
140.0 44.0 403.0
10.0 0.0 1.0
3.0 0.0 0.0
8.0 0.0 52.0
27.0 45.0 38.0
0.0 0.0 0.0
0.0 0.0 0.0
5.0 1.0 4.0
3.0 0.0 1.0
